,model,store,versions,sale
591,vivoiQOONeo855,vivo欧曙专卖店,"{'6+128GB': '2298.00', '8+128GB': '2498.00', '8+256GB': '2698.00', '6+64GB': '1998.00'}",390.0
593,iPhoneX,大导数码,"{'64GB': '3600.00', '256GB': '4000.00'}",390.0
594,魅族16thPlus,魅族官方旗舰店,"{'6+128GB': '2098.00', '8+256GB': '2298.00'}",389.0
595,诺基亚600,大时代女人街,{'128MB': '64.90'},389.0
596,红米Note8Pro,广东电信亿品汇专卖店,"{'6+64GB': '1249.00', '6+128GB': '1299.00', '8+128GB': '1449.00', '8+256GB': '1699.00'}",389.0
597,OPPORenoAce,OPPO官方旗舰店,{'12+256GB': '3799.00'},388.0
598,VDVD,金诚时尚通讯,"{'16GB': '258.00 - 538.00', '32GB': '258.00 - 538.00', '64GB': '258.00 - 538.00', '128GB': '258.00 - 538.00'}",388.0
599,荣耀9x,荣耀官方旗舰店,"{'4+64GB': '1199.00', '6+64GB': '1299.00', '6+128GB': '1799.00', '8+128GB': '1999.00'}",387.0
600,vivoiQOO,苏宁易购官方旗舰店,{'12+128GB': '3098.00'},386.0
601,iPhone8Plus,天玺数码科技,"{'64GB': '2399.00', '256GB': '2698.00'}",386.0
602,OPPOK5,OPPO平实专卖店,"{'6+128GB': '1799.00', '8+128GB': '1999.00', '8+256GB': '2699.00'}",386.0
603,红米Note8Pro,能良数码官方旗舰店,"{'6+64GB': '1259.00', '8+128GB': '1499.00'}",386.0
604,小米红米4A,乐申商城,"{'16GB': '279.00', '32GB': '379.00'}",385.0
605,OPPOK3,OPPO普天精诚专卖店,{'6+64GB': '1399.00'},385.0
606,vivoiQOOPro5G,vivo航鹰专卖店,"{'8GB+128GB': '3498.00', '8GB+256GB': '3998.00', '12GB+128GB': '3798.00'}",384.0
607,we,金诚时尚通讯,"{'16GB': '268.00 - 558.00', '32GB': '268.00 - 558.00', '64GB': '268.00 - 558.00', '128GB': '268.00 - 558.00'}",384.0
608,诺基亚新105,苏宁易购官方旗舰店,{'4MB': '149.00'},383.0
609,华为畅享9,君问数码官方旗舰店,"{'4+64GB': '859.00', '4+128GB': '959.00'}",383.0
610,vivoiQOONeo855,vivo官方旗舰店,"{'8+128GB': '2498.00', '6+128GB': '2198.00'}",383.0
611,HY,易购手机大卖场,{'64MB': '338.00 - 428.00'},381.0
612,天语T9,苏宁易购官方旗舰店,{'64MB': '149.00'},380.0
613,vivoiQOOPro5G,vivo衡视专卖店,"{'8GB+128GB': '3498.00', '8GB+256GB': '3998.00', '12GB+128GB': '3798.00'}",379.0
614,vivoX9S,馨馨手机数码,{'64GB': '638.00 - 1088.00'},378.0
615,华为P20,亿兴数码城,"{'64GB': '1388.00 - 2148.00', '128GB': '1388.00 - 2148.00'}",378.0
